prediction_field,target,segment,rows,exposure,exposure_share,observed,predicted,calibration_ratio_pred_over_actual,raw_multiplier,locked_multiplier,supported,fallback_reason,multiplier_was_clipped
reference_frequency,frequency,NB,83270,49941.419178082186,0.6060922575602607,14693.0,15048.812629999024,1.024216472469817,0.9763560993981859,0.9763560993981859,True,,False
reference_frequency,frequency,P,35565,32457.61917808219,0.3939077424397392,10465.0,10109.187370000975,0.9659997486861897,1.0351969566866372,1.0351969566866372,True,,False
challenger_frequency,frequency,NB,83270,49941.419178082186,0.6060922575602607,14693.0,15153.553748566788,1.0313451132217237,0.9696075418209841,0.9696075418209841,True,,False
challenger_frequency,frequency,P,35565,32457.61917808219,0.3939077424397392,10465.0,10004.447658763987,0.9559911761838498,1.046034759433477,1.046034759433477,True,,False
reference_pure_premium,pure_premium,NB,83270,49941.419178082186,0.6060922575602607,13607490.402500002,13163809.409941666,0.9673943556501189,1.0337046047038068,1.0337046047038068,True,,False
reference_pure_premium,pure_premium,P,35565,32457.61917808219,0.3939077424397392,9880863.9515,10324544.944058333,1.0449030565278634,0.9570265813203064,0.9570265813203064,True,,False
challenger_pure_premium,pure_premium,NB,83270,49941.419178082186,0.6060922575602607,13607490.402500002,14044911.580746315,1.0321456172525354,0.9688555406182863,0.9688555406182863,True,,False
challenger_pure_premium,pure_premium,P,35565,32457.61917808219,0.3939077424397392,9880863.9515,9443443.58478086,0.9557305546492485,1.0463200063400697,1.0463200063400697,True,,False
