model,train_year,calibration_year,test_year,n_train,n_calibration,n_test,locked_scale_from_2023,calibration_2023_raw_ratio,test_raw_tweedie_deviance_p1_5,test_raw_calibration_ratio_pred_over_actual,test_raw_top10_loss_capture,test_locked_tweedie_deviance_p1_5,test_locked_calibration_ratio_pred_over_actual,test_locked_top10_loss_capture
Tweedie_GLM,2022,2023,2024,67171,118835,168085,0.9141249647626554,1.093942336712838,93.83440628851558,1.042602920747024,0.20440602477960465,93.93180592411453,0.9530693581893147,0.20440602477960465
XGBoost_Tweedie,2022,2023,2024,67171,118835,168085,1.2075552522048616,0.8281194572042241,95.33999210901733,0.7731264987400369,0.21127151711125464,93.95131588528709,0.9335929964684005,0.21127151711125464
