prediction_field,segment,fresh_point_factor,v32_persisted_factor,relative_difference,q025,median,q975,interval_crosses_one,min_draw,max_draw,all_draws_within_factor_guardrails
reference_frequency,NB,0.9763560971779778,0.9763560993981859,2.273973737476158e-09,0.9558040125937721,0.9769050132994317,0.9967883380164237,False,0.9426306126260621,1.0065119190084681,True
reference_frequency,P,1.035196960190882,1.0351969566866372,3.3850994726940687e-09,1.0049083206418696,1.0362356148314258,1.0634076432628412,False,0.9959271376107106,1.0916056141136734,True
challenger_frequency,NB,0.969607541820984,0.9696075418209841,1.1450230910333966e-16,0.9490492396405257,0.9703417794647125,0.9898801073101873,False,0.9346874461036981,1.0010706265662228,True
challenger_frequency,P,1.0460347594334771,1.046034759433477,2.1227268302755895e-16,1.0154647063057047,1.0472309729099212,1.0748192518146553,False,1.0059206803589462,1.1044209913845133,True
