model,target,fit_seconds,predict_seconds_2024,prediction_ms_per_1000_policies,serialized_model_mb,transformed_feature_count
Poisson_GLM,frequency,0.5219403360000001,0.22185406500000227,1.3198921081595756,0.0071430206298828125,88
XGBoost_Poisson,frequency,1.3402873080000006,0.8131754549999926,4.837882351191317,0.7236061096191406,88
Tweedie_GLM,loss,4.678029970000011,0.22538642600000003,1.3409074337388822,0.0071887969970703125,88
XGBoost_Tweedie,loss,1.5650876150000101,0.8703696469999898,5.178151810096021,0.7986164093017578,88
