model,subset,rows,tweedie_deviance,calibration_ratio,mean_absolute_policy_loss_error
Tweedie_GLM,all,168085,93.93180592411453,0.9530693581893147,373.4011297395996
Tweedie_GLM,exclude_top_0_5pct_positive_losses,167978,84.15511730449471,1.1254403368665513,338.91689655613294
Tweedie_GLM,exclude_top_1pct_positive_losses,167872,81.23770470690206,1.1969298224531604,327.6916231066943
XGBoost_Tweedie,all,168085,93.95131588528709,0.9335929964684005,368.40872895560767
XGBoost_Tweedie,exclude_top_0_5pct_positive_losses,167978,83.98736172703494,1.1025092021744538,333.90420443243653
XGBoost_Tweedie,exclude_top_1pct_positive_losses,167872,81.09798794744594,1.1724302231889878,322.69205492353063
