model,target,locked_scale_from_2023,2024_deviance,2024_calibration_ratio
Poisson_GLM,frequency,1.012399917638075,1.1185362628672493,0.963088025952147
XGBoost_Poisson,frequency,1.0277575870212368,1.1188352761606644,0.9600850351705676
Tweedie_GLM,loss,0.9141249647626554,93.93180592411453,0.9530693581893147
XGBoost_Tweedie,loss,1.2075552522048616,93.95131588528709,0.9335929964684005
