fold_id,feature,point_type,point_key,value_or_level,glm_frequency_relativity,xgb_frequency_relativity,log_xgb_over_glm_relativity,v51_full_fit_log_gap
3,age_driving_licence,numeric,q0.80,26.0,0.982305855508396,1.0299789859179231,0.047390957312644304,0.0746920667157219
3,age_driving_licence,numeric,q0.90,31.0,0.9649247937660819,1.057082883008475,0.09121823185750884,0.1112686772891644
3,age_driving_licence,numeric,q0.95,37.0,0.9444729958828564,1.05260013257126,0.10839160324611397,0.1706896171757457
3,vehicle_value,numeric,q0.05,12739.125,0.9705502948542256,0.9559402805429958,-0.015167781869292527,-0.0134959205977478
3,vehicle_value,numeric,q0.10,14610.75,0.9751031828756789,0.923597863396675,-0.054266529853880134,-0.0155921860054404
3,vehicle_value,numeric,q0.20,17388.0,0.9818984706276279,0.9822739299557464,0.00038230792020084426,0.0174147418015308
3,vehicle_value,numeric,q0.30,19732.3854,0.987671484544216,1.0121914214364534,0.024522846643946872,0.0339374674331098
3,vehicle_value,numeric,q0.40,22272.252975,0.993964182024145,1.0010580923918098,0.007111640162357968,0.0122699696523222
3,vehicle_value,numeric,q0.50,24693.375,1.0,1.0,0.0,0.0
3,vehicle_value,numeric,q0.60,27265.35,1.0064520460725965,1.003057855668078,-0.003378130786404256,-0.0115408452587285
3,vehicle_value,numeric,q0.70,30429.0,1.014445489202264,0.9930785921296374,-0.02128761906802688,-0.017201441621345
3,vehicle_value,numeric,q0.80,34497.9369,1.024819682599257,1.0433236519396942,0.017894758850494158,-0.0098809730709212
3,vehicle_value,numeric,q0.90,41658.75,1.0433352590066804,1.0328058643005835,-0.010143322981168592,-0.0266863790572246
3,vehicle_value,numeric,q0.95,49666.33455,1.0644367962562487,1.076064962007035,0.010865004054415818,-0.0219636947962022
3,seats,numeric,q0.05,4.0,0.9822539686499908,1.003663769910503,0.021562454839028803,0.0723160399119837
3,seats,numeric,q0.10,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.20,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.30,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.40,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.50,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.60,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.70,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.80,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.90,5.0,1.0,1.0,0.0,0.0
3,seats,numeric,q0.95,7.0,1.0364596886835826,1.0146612738632372,-0.0212559239055253,-0.0151109661332578
3,power_to_weight_ratio,numeric,q0.05,8.68,0.9861618112920759,1.0594326570985104,0.07166836471376213,0.0486197891992534
3,power_to_weight_ratio,numeric,q0.10,9.43,0.98927106920417,1.0250935364719478,0.03557076430548444,0.0413537593015757
3,power_to_weight_ratio,numeric,q0.20,10.36,0.9931401670514411,0.9986251814048583,0.005507705235696501,0.0156702028762767
3,power_to_weight_ratio,numeric,q0.30,10.98,0.9957279687851149,0.9995587923388081,0.003839877390405218,0.0113491630042734
3,power_to_weight_ratio,numeric,q0.40,11.51,0.9979454669952114,0.9994666999413265,0.0015232041392561943,0.0044677507266613
3,power_to_weight_ratio,numeric,q0.50,12.0,1.0,1.0,0.0,0.0
3,power_to_weight_ratio,numeric,q0.60,12.64,1.0026898432560525,1.0071583554894905,0.004446623977886974,-0.0042461173968461
3,power_to_weight_ratio,numeric,q0.70,13.33,1.0055979363025298,1.1159906731446778,0.10416018044028057,0.0114492440952787
3,power_to_weight_ratio,numeric,q0.80,14.3,1.0097003933669926,1.1220558605318105,0.10550894581538409,0.0072682295543233
3,power_to_weight_ratio,numeric,q0.90,15.65,1.015437868957329,1.1220558605318105,0.09984267497552747,0.019038601322409
3,power_to_weight_ratio,numeric,q0.95,16.72,1.0200085011795486,1.17997951578504,0.14568611707149048,0.0606504698264189
3,policy_type,categorical,CC,CC,1.0,1.0,0.0,0.0
3,policy_type,categorical,COMP_E,COMP_E,1.5494349575330948,1.597087253292751,0.030291182548422377,0.0086608713547397
3,policy_type,categorical,TPG,TPG,0.9449596041889767,1.0031664411124344,0.05977453778736195,0.0298479786897049
3,policy_type,categorical,COMP_N,COMP_N,3.3125849168240524,3.5789401254635775,0.07733787598868742,-0.0182847234689394
3,policy_type,categorical,TP,TP,0.4823561180761855,0.44837881558430237,-0.07304422980762437,-0.1485773197955667
3,business_type,categorical,NB,NB,1.0,1.0,0.0,0.0
3,business_type,categorical,P,P,1.010644827203782,1.0,-0.010588569911304281,-0.0257133896886285
3,payment_frequency,categorical,A,A,1.0,1.0,0.0,0.0
3,payment_frequency,categorical,S,S,1.281973020363509,1.292751283509804,0.00837241182722706,-0.0025968866505779
3,payment_frequency,categorical,Q,Q,1.7141011716880121,1.7413282768587028,0.015759354417665048,-0.0091075279657528
3,bonus_score,categorical,G,G,1.0,1.0,0.0,0.0
3,bonus_score,categorical,B,B,1.2659080506967963,1.258402610349305,-0.005946544203293122,-0.0393270276967864
3,bonus_score,categorical,N,N,1.3194716106774185,1.1672799443206678,-0.1225551532439593,-0.108858255838972
3,fuel_type,categorical,D,D,1.0,1.0,0.0,0.0
3,fuel_type,categorical,G,G,0.8752640579609782,0.8709125789408717,-0.0049840181524171585,0.0150662885723012
3,vehicle_brand,categorical,RENAULT,RENAULT,1.0,1.0,0.0,0.0
3,vehicle_brand,categorical,CITROEN,CITROEN,1.0691258576366975,1.1300164796136238,0.055390857242674486,0.0224856605975554
3,vehicle_brand,categorical,PEUGEOT,PEUGEOT,1.1550537809601793,1.1665526830455806,0.009906068316040273,-0.0489338037858565
3,vehicle_brand,categorical,VOLKSWAGEN,VOLKSWAGEN,1.1306092032737505,1.1665526830455806,0.03129636941387906,-0.0132097062671202
3,vehicle_brand,categorical,OPEL,OPEL,1.1184628736260427,1.1552175567215286,0.0323333786398931,-0.0047802723034745
3,vehicle_brand,categorical,FORD,FORD,1.1970951305335853,1.182745272876341,-0.012059658749383825,-0.0474808959299611
3,vehicle_brand,categorical,SEAT,SEAT,1.2203587608334163,1.2242893175953347,0.003215644970376221,-0.0437725409777204
